District,Year,Enrollment Type,County,District Classification,Enrollment Breakdown,Metric,Region,Col Label,Color Desc,Performance Level Label,Row Label,Status %
San Pasqual Union Elementary,2014,Two or More,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,4.60%
San Pasqual Union Elementary,2014,White,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined Significantly,Blue,"Very Low, Declined Significantly (Blue )",Very Low,2.90%
San Pasqual Union Elementary,2016,Asian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
San Pasqual Union Elementary,2019,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,0.80%
San Ysidro Elementary,2017,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased Significantly,Orange,"Medium, Increased Significantly (Orange )",Medium,2.60%
San Ysidro Elementary,2017,Black,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased Significantly,Red,"High, Increased Significantly (Red )",High,3.80%
San Ysidro Elementary,2017,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased Significantly,Red,"High, Increased Significantly (Red )",High,5.60%
San Ysidro Elementary,2017,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,3.30%
San Ysidro Elementary,2017,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,3.40%
San Ysidro Elementary,2017,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,3.30%
San Ysidro Elementary,2017,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Orange,"High, Maintained (Orange )",High,3.30%
San Ysidro Elementary,2015,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
San Ysidro Elementary,2015,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
San Ysidro Elementary,2017,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Increased Significantly,Red,"Very High, Increased Significantly (Red )",Very High,6.80%
San Ysidro Elementary,2019,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
San Ysidro Elementary,2019,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.00%
San Ysidro Elementary,2014,Amer Indian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
San Ysidro Elementary,2014,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
San Ysidro Elementary,2016,SwD,San Diego,Elementary School District,Disability Status,priorstatus,San Diego/Imperial,Increased Significantly,Red,"Very High, Increased Significantly (Red )",Very High,2.50%
San Ysidro Elementary,2016,Black,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased Significantly,Red,"High, Increased Significantly (Red )",High,1.40%
San Ysidro Elementary,2016,White,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased Significantly,Red,"High, Increased Significantly (Red )",High,1.00%
San Ysidro Elementary,2016,All Students,San Diego,Elementary School District,All Students,priorstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,1.40%
San Ysidro Elementary,2016,Econ Disadv,San Diego,Elementary School District,Economic Status,priorstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,1.40%
San Ysidro Elementary,2016,Hispanic,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,1.40%
San Ysidro Elementary,2016,Two or More,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Orange,"High, Maintained (Orange )",High,3.10%
San Ysidro Elementary,2014,All Students,San Diego,Elementary School District,All Students,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,1.90%
San Ysidro Elementary,2014,Econ Disadv,San Diego,Elementary School District,Economic Status,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,2.10%
San Ysidro Elementary,2014,Black,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,1.80%
San Ysidro Elementary,2014,Hispanic,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,2.00%
San Ysidro Elementary,2018,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,6.70%
San Ysidro Elementary,2018,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,5.70%
San Ysidro Elementary,2018,Black,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,4.90%
San Ysidro Elementary,2018,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,3.10%
San Ysidro Elementary,2018,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Declined Significantly,Yellow,"High, Declined Significantly (Yellow )",High,4.20%
San Ysidro Elementary,2015,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,2.50%
San Ysidro Elementary,2015,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,2.80%
San Ysidro Elementary,2015,Black,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,2.20%
San Ysidro Elementary,2015,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,2.70%
San Ysidro Elementary,2016,Asian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased Significantly,Orange,"Medium, Increased Significantly (Orange )",Medium,0.00%
San Ysidro Elementary,2018,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.80%
San Ysidro Elementary,2018,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.70%
San Ysidro Elementary,2018,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.60%
San Ysidro Elementary,2018,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,0.60%
San Ysidro Elementary,2019,Black,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,6.80%
San Ysidro Elementary,2019,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,6.30%
San Ysidro Elementary,2019,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,3.60%
San Ysidro Elementary,2019,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,6.00%
San Ysidro Elementary,2019,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,3.80%
San Ysidro Elementary,2019,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,3.60%
San Ysidro Elementary,2019,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,2.90%
San Ysidro Elementary,2016,Filipino,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,0.00%
San Ysidro Elementary,2015,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,0.90%
San Ysidro Elementary,2015,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,1.00%
San Ysidro Elementary,2015,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,1.00%
San Ysidro Elementary,2017,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,1.10%
San Ysidro Elementary,2014,SwD,San Diego,Elementary School District,Disability Status,priorstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,0.00%
San Ysidro Elementary,2014,Filipino,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,0.40%
San Ysidro Elementary,2014,White,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,0.00%
San Ysidro Elementary,2014,Asian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
San Ysidro Elementary,2014,Two or More,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Santee,2017,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,4.90%
Santee,2017,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,5.00%
Santee,2017,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,4.80%
Santee,2017,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,5.90%
Santee,2017,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,5.10%
Santee,2015,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Santee,2017,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,9.10%
Santee,2017,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,7.40%
Santee,2017,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,6.50%
Santee,2017,Amer Indian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined Significantly,Yellow,"Very High, Declined Significantly (Yellow )",Very High,6.70%
Santee,2017,Black,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined Significantly,Yellow,"Very High, Declined Significantly (Yellow )",Very High,7.40%
Santee,2014,Black,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,11.80%
Santee,2014,Amer Indian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,7.40%
Santee,2014,SwD,San Diego,Elementary School District,Disability Status,priorstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,10.10%
Santee,2014,Econ Disadv,San Diego,Elementary School District,Economic Status,priorstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,8.10%
Santee,2016,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,9.10%
Santee,2016,SwD,San Diego,Elementary School District,Disability Status,priorstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,8.70%
Santee,2016,Econ Disadv,San Diego,Elementary School District,Economic Status,priorstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,7.20%
Santee,2016,Amer Indian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined Significantly,Yellow,"Very High, Declined Significantly (Yellow )",Very High,10.80%
Santee,2016,Black,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined Significantly,Yellow,"Very High, Declined Significantly (Yellow )",Very High,12.30%
Santee,2016,Filipino,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,4.40%
Santee,2016,Two or More,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,4.90%
Santee,2016,All Students,San Diego,Elementary School District,All Students,priorstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,5.80%
Santee,2016,Hispanic,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,5.50%
Santee,2014,All Students,San Diego,Elementary School District,All Students,priorstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,6.50%
Santee,2014,Hispanic,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,6.20%
Santee,2014,Two or More,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,6.70%
Santee,2014,White,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,6.80%
Santee,2014,Asian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,1.50%
Santee,2014,Filipino,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined Significantly,Green,"Medium, Declined Significantly (Green )",Medium,4.20%
Santee,2018,Amer Indian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,6.90%
Santee,2018,Black,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Red,"Very High, Maintained (Red )",Very High,7.10%
Santee,2018,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,7.10%
Santee,2018,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Orange,"High, Maintained (Orange )",High,5.00%
Santee,2018,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,4.40%
Santee,2018,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,5.70%
Santee,2018,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,4.80%
Santee,2018,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,4.10%
Santee,2015,Black,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,12.20%
Santee,2015,Amer Indian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,6.30%
Santee,2015,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,8.50%
Santee,2015,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,6.40%
Santee,2015,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,5.30%
Santee,2015,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,4.80%
Santee,2015,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,5.30%
Santee,2015,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,5.70%
Santee,2015,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,2.10%
Santee,2016,White,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,6.00%
Santee,2018,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,1.80%
Santee,2018,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.10%
Santee,2018,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Santee,2019,Amer Indian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,8.30%
Santee,2019,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,6.40%
Santee,2019,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,5.90%
Santee,2019,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Maintained,Orange,"High, Maintained (Orange )",High,4.30%
Santee,2019,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Maintained,Orange,"High, Maintained (Orange )",High,5.70%
Santee,2019,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Orange,"High, Maintained (Orange )",High,4.80%
Santee,2019,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Orange,"High, Maintained (Orange )",High,4.30%
Santee,2019,Black,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,3.60%
Santee,2019,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,3.30%
Santee,2019,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,2.80%
Santee,2019,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,1.80%
Santee,2016,Asian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined Significantly,Blue,"Low, Declined Significantly (Blue )",Low,3.00%
Santee,2015,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined Significantly,Green,"Medium, Declined Significantly (Green )",Medium,2.00%
Santee,2017,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined Significantly,Blue,"Low, Declined Significantly (Blue )",Low,0.70%
Santee,2014,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,4.80%
SBC - High Tech High,2017,Black,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Increased Significantly,Red,"High, Increased Significantly (Red )",High,6.40%
SBC - High Tech High,2017,SwD,San Diego,Statewide Benefit Charter,Disability Status,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,7.80%
SBC - High Tech High,2016,Asian,San Diego,Statewide Benefit Charter,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,2.20%
SBC - High Tech High,2015,Two or More,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
SBC - High Tech High,2019,All Students,San Diego,Statewide Benefit Charter,All Students,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,4.00%
SBC - High Tech High,2019,Hispanic,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,4.20%
SBC - High Tech High,2019,White,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,3.40%
SBC - High Tech High,2016,Pacific Isle,San Diego,Statewide Benefit Charter,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
SBC - High Tech High,2014,Amer Indian,San Diego,Statewide Benefit Charter,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
SBC - High Tech High,2014,Pacific Isle,San Diego,Statewide Benefit Charter,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
SBC - High Tech High,2014,SwD,San Diego,Statewide Benefit Charter,Disability Status,priorstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,5.80%
SBC - High Tech High,2014,White,San Diego,Statewide Benefit Charter,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,3.00%
SBC - High Tech High,2014,Filipino,San Diego,Statewide Benefit Charter,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased Significantly,Orange,"Medium, Increased Significantly (Orange )",Medium,1.80%
SBC - High Tech High,2014,All Students,San Diego,Statewide Benefit Charter,All Students,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,3.00%
SBC - High Tech High,2014,Econ Disadv,San Diego,Statewide Benefit Charter,Economic Status,priorstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,3.60%
SBC - High Tech High,2014,Asian,San Diego,Statewide Benefit Charter,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,4.40%
SBC - High Tech High,2014,Black,San Diego,Statewide Benefit Charter,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined Significantly,Green,"Medium, Declined Significantly (Green )",Medium,7.10%
SBC - High Tech High,2017,Amer Indian,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
SBC - High Tech High,2017,Filipino,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Declined Significantly,Blue,"Very Low, Declined Significantly (Blue )",Very Low,0.00%
SBC - High Tech High,2018,SwD,San Diego,Statewide Benefit Charter,Disability Status,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,6.40%
SBC - High Tech High,2018,Black,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,6.20%
SBC - High Tech High,2019,Filipino,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.00%
SBC - High Tech High,2015,Amer Indian,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,6.70%
SBC - High Tech High,2015,Pacific Isle,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,5.90%
SBC - High Tech High,2015,SwD,San Diego,Statewide Benefit Charter,Disability Status,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,6.20%
SBC - High Tech High,2015,White,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,4.90%
SBC - High Tech High,2016,Black,San Diego,Statewide Benefit Charter,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased Significantly,Red,"High, Increased Significantly (Red )",High,4.20%
SBC - High Tech High,2016,SwD,San Diego,Statewide Benefit Charter,Disability Status,priorstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,6.90%
SBC - High Tech High,2016,Two or More,San Diego,Statewide Benefit Charter,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased Significantly,Orange,"Medium, Increased Significantly (Orange )",Medium,2.00%
SBC - High Tech High,2016,Econ Disadv,San Diego,Statewide Benefit Charter,Economic Status,priorstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,3.60%
SBC - High Tech High,2016,White,San Diego,Statewide Benefit Charter,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,3.00%
SBC - High Tech High,2016,All Students,San Diego,Statewide Benefit Charter,All Students,priorstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,3.50%
SBC - High Tech High,2016,Hispanic,San Diego,Statewide Benefit Charter,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,3.70%
SBC - High Tech High,2018,Asian,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,3.60%
SBC - High Tech High,2018,Filipino,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,2.70%
SBC - High Tech High,2018,Two or More,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,4.20%
SBC - High Tech High,2018,All Students,San Diego,Statewide Benefit Charter,All Students,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,3.20%
SBC - High Tech High,2018,Econ Disadv,San Diego,Statewide Benefit Charter,Economic Status,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,3.60%
SBC - High Tech High,2018,Hispanic,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,3.40%
SBC - High Tech High,2018,White,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,2.20%
SBC - High Tech High,2018,Amer Indian,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
SBC - High Tech High,2019,Pacific Isle,San Diego,Statewide Benefit Charter,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,8.30%
